"species","week","year","catch"
"white mullet",39,2019,NA
"grubby",39,2019,NA
"shortnose sturgeon",39,2019,NA
"permit",39,2019,NA
"crevalle jack",39,2019,NA
"cunner",39,2019,NA
"summer flounder",39,2019,NA
"atlantic mackerel",39,2019,NA
"fourspine stickleback",39,2019,NA
"northern pipefish",22,2020,NA
"shorthorn sculpin",22,2020,NA
"atlantic tomcod",22,2020,NA
"winter flounder",22,2020,NA
"atlantic cod",22,2020,NA
"american sand lance",22,2020,NA
"mummichog",22,2020,NA
"atlantic silverside",22,2020,NA
"alewife",22,2020,NA
"atlantic herring",22,2020,NA
"striped bass",22,2020,NA
"white hake",22,2020,NA
"saithe",22,2020,NA
"rock gunnel",22,2020,NA
"american shad",22,2020,NA
"atlantic menhaden",22,2020,NA
"bluefish",22,2020,NA
"ninespine stickleback",22,2020,NA
"red hake",22,2020,NA
"spotted hake",22,2020,NA
"longhorn sculpin",22,2020,NA
"threespine stickleback",22,2020,NA
"blueback herring",22,2020,NA
"american eel",22,2020,NA
"northern puffer",22,2020,NA
"lumpfish",22,2020,NA
"white mullet",22,2020,NA
"grubby",22,2020,NA
"shortnose sturgeon",22,2020,NA
"permit",22,2020,NA
"crevalle jack",22,2020,NA
"cunner",22,2020,NA
"summer flounder",22,2020,NA
"atlantic mackerel",22,2020,NA
"fourspine stickleback",22,2020,NA
"northern pipefish",23,2020,NA
"shorthorn sculpin",23,2020,NA
"atlantic tomcod",23,2020,NA
"winter flounder",23,2020,NA
"atlantic cod",23,2020,NA
"american sand lance",23,2020,NA
"mummichog",23,2020,NA
"atlantic silverside",23,2020,NA
"alewife",23,2020,NA
"atlantic herring",23,2020,NA
"striped bass",23,2020,NA
"white hake",23,2020,NA
"saithe",23,2020,NA
"rock gunnel",23,2020,NA
"american shad",23,2020,NA
"atlantic menhaden",23,2020,NA
"bluefish",23,2020,NA
"ninespine stickleback",23,2020,NA
"red hake",23,2020,NA
"spotted hake",23,2020,NA
"longhorn sculpin",23,2020,NA
"threespine stickleback",23,2020,NA
"blueback herring",23,2020,NA
"american eel",23,2020,NA
"northern puffer",23,2020,NA
"lumpfish",23,2020,NA
"white mullet",23,2020,NA
"grubby",23,2020,NA
"shortnose sturgeon",23,2020,NA
"permit",23,2020,NA
"crevalle jack",23,2020,NA
"cunner",23,2020,NA
"summer flounder",23,2020,NA
"atlantic mackerel",23,2020,NA
"fourspine stickleback",23,2020,NA
"northern pipefish",24,2020,NA
"shorthorn sculpin",24,2020,NA
"atlantic tomcod",24,2020,NA
"winter flounder",24,2020,NA
"atlantic cod",24,2020,NA
"american sand lance",24,2020,NA
"mummichog",24,2020,NA
"atlantic silverside",24,2020,NA
"alewife",24,2020,NA
"atlantic herring",24,2020,NA
"striped bass",24,2020,NA
"white hake",24,2020,NA
"saithe",24,2020,NA
"rock gunnel",24,2020,NA
"american shad",24,2020,NA
"atlantic menhaden",24,2020,NA
"bluefish",24,2020,NA
"ninespine stickleback",24,2020,NA
"red hake",24,2020,NA
"spotted hake",24,2020,NA
"longhorn sculpin",24,2020,NA
"threespine stickleback",24,2020,NA
"blueback herring",24,2020,NA
"american eel",24,2020,NA
"northern puffer",24,2020,NA
"lumpfish",24,2020,NA
"white mullet",24,2020,NA
"grubby",24,2020,NA
"shortnose sturgeon",24,2020,NA
"permit",24,2020,NA
"crevalle jack",24,2020,NA
"cunner",24,2020,NA
"summer flounder",24,2020,NA
"atlantic mackerel",24,2020,NA
"fourspine stickleback",24,2020,NA
"northern pipefish",25,2020,NA
"shorthorn sculpin",25,2020,NA
"atlantic tomcod",25,2020,NA
"winter flounder",25,2020,NA
"atlantic cod",25,2020,NA
"american sand lance",25,2020,NA
"mummichog",25,2020,NA
"atlantic silverside",25,2020,NA
"alewife",25,2020,NA
"atlantic herring",25,2020,NA
"striped bass",25,2020,NA
"white hake",25,2020,NA
"saithe",25,2020,NA
"rock gunnel",25,2020,NA
"american shad",25,2020,NA
"atlantic menhaden",25,2020,NA
"bluefish",25,2020,NA
"ninespine stickleback",25,2020,NA
"red hake",25,2020,NA
"spotted hake",25,2020,NA
"longhorn sculpin",25,2020,NA
"threespine stickleback",25,2020,NA
"blueback herring",25,2020,NA
"american eel",25,2020,NA
"northern puffer",25,2020,NA
"lumpfish",25,2020,NA
"white mullet",25,2020,NA
"grubby",25,2020,NA
"shortnose sturgeon",25,2020,NA
"permit",25,2020,NA
"crevalle jack",25,2020,NA
"cunner",25,2020,NA
"summer flounder",25,2020,NA
"atlantic mackerel",25,2020,NA
"fourspine stickleback",25,2020,NA
"northern pipefish",26,2020,0
"shorthorn sculpin",26,2020,2
"atlantic tomcod",26,2020,3
"winter flounder",26,2020,1
"atlantic cod",26,2020,0
"american sand lance",26,2020,0
"mummichog",26,2020,484
"atlantic silverside",26,2020,16
"alewife",26,2020,0
"atlantic herring",26,2020,89
"striped bass",26,2020,0
"white hake",26,2020,0
"saithe",26,2020,0
"rock gunnel",26,2020,0
"american shad",26,2020,0
"atlantic menhaden",26,2020,0
"bluefish",26,2020,0
"ninespine stickleback",26,2020,0
"red hake",26,2020,0
"spotted hake",26,2020,0
"longhorn sculpin",26,2020,0
"threespine stickleback",26,2020,0
"blueback herring",26,2020,0
"american eel",26,2020,0
"northern puffer",26,2020,0
"lumpfish",26,2020,0
"white mullet",26,2020,0
"grubby",26,2020,0
"shortnose sturgeon",26,2020,0
"permit",26,2020,0
"crevalle jack",26,2020,0
"cunner",26,2020,0
"summer flounder",26,2020,0
"atlantic mackerel",26,2020,0
"fourspine stickleback",26,2020,0
"northern pipefish",27,2020,NA
"shorthorn sculpin",27,2020,NA
"atlantic tomcod",27,2020,NA
"winter flounder",27,2020,NA
"atlantic cod",27,2020,NA
"american sand lance",27,2020,NA
"mummichog",27,2020,NA
"atlantic silverside",27,2020,NA
"alewife",27,2020,NA
"atlantic herring",27,2020,NA
"striped bass",27,2020,NA
"white hake",27,2020,NA
"saithe",27,2020,NA
"rock gunnel",27,2020,NA
"american shad",27,2020,NA
"atlantic menhaden",27,2020,NA
"bluefish",27,2020,NA
"ninespine stickleback",27,2020,NA
"red hake",27,2020,NA
"spotted hake",27,2020,NA
"longhorn sculpin",27,2020,NA
"threespine stickleback",27,2020,NA
"blueback herring",27,2020,NA
"american eel",27,2020,NA
"northern puffer",27,2020,NA
"lumpfish",27,2020,NA
"white mullet",27,2020,NA
"grubby",27,2020,NA
"shortnose sturgeon",27,2020,NA
"permit",27,2020,NA
"crevalle jack",27,2020,NA
"cunner",27,2020,NA
"summer flounder",27,2020,NA
"atlantic mackerel",27,2020,NA
"fourspine stickleback",27,2020,NA
"northern pipefish",28,2020,1
"shorthorn sculpin",28,2020,0
"atlantic tomcod",28,2020,0
"winter flounder",28,2020,86
"atlantic cod",28,2020,0
"american sand lance",28,2020,0
"mummichog",28,2020,16
"atlantic silverside",28,2020,54
"alewife",28,2020,99
"atlantic herring",28,2020,449
"striped bass",28,2020,0
"white hake",28,2020,0
"saithe",28,2020,1
"rock gunnel",28,2020,0
"american shad",28,2020,0
"atlantic menhaden",28,2020,0
"bluefish",28,2020,0
"ninespine stickleback",28,2020,0
"red hake",28,2020,0
"spotted hake",28,2020,0
"longhorn sculpin",28,2020,0
"threespine stickleback",28,2020,1
"blueback herring",28,2020,0
"american eel",28,2020,0
"northern puffer",28,2020,0
"lumpfish",28,2020,0
"white mullet",28,2020,0
"grubby",28,2020,0
"shortnose sturgeon",28,2020,0
"permit",28,2020,0
"crevalle jack",28,2020,0
"cunner",28,2020,0
"summer flounder",28,2020,0
"atlantic mackerel",28,2020,0
"fourspine stickleback",28,2020,0
"northern pipefish",29,2020,NA
"shorthorn sculpin",29,2020,NA
"atlantic tomcod",29,2020,NA
"winter flounder",29,2020,NA
"atlantic cod",29,2020,NA
"american sand lance",29,2020,NA
"mummichog",29,2020,NA
"atlantic silverside",29,2020,NA
"alewife",29,2020,NA
"atlantic herring",29,2020,NA
"striped bass",29,2020,NA
"white hake",29,2020,NA
"saithe",29,2020,NA
"rock gunnel",29,2020,NA
"american shad",29,2020,NA
"atlantic menhaden",29,2020,NA
"bluefish",29,2020,NA
"ninespine stickleback",29,2020,NA
"red hake",29,2020,NA
"spotted hake",29,2020,NA
"longhorn sculpin",29,2020,NA
"threespine stickleback",29,2020,NA
"blueback herring",29,2020,NA
"american eel",29,2020,NA
"northern puffer",29,2020,NA
"lumpfish",29,2020,NA
"white mullet",29,2020,NA
"grubby",29,2020,NA
"shortnose sturgeon",29,2020,NA
"permit",29,2020,NA
"crevalle jack",29,2020,NA
"cunner",29,2020,NA
"summer flounder",29,2020,NA
"atlantic mackerel",29,2020,NA
"fourspine stickleback",29,2020,NA
"northern pipefish",30,2020,0
"shorthorn sculpin",30,2020,0
"atlantic tomcod",30,2020,1
"winter flounder",30,2020,19
"atlantic cod",30,2020,0
"american sand lance",30,2020,70
"mummichog",30,2020,1
"atlantic silverside",30,2020,626
"alewife",30,2020,552
"atlantic herring",30,2020,20
"striped bass",30,2020,0
"white hake",30,2020,0
"saithe",30,2020,0
"rock gunnel",30,2020,0
"american shad",30,2020,0
"atlantic menhaden",30,2020,0
"bluefish",30,2020,0
"ninespine stickleback",30,2020,0
"red hake",30,2020,0
"spotted hake",30,2020,0
"longhorn sculpin",30,2020,0
"threespine stickleback",30,2020,0
"blueback herring",30,2020,7
"american eel",30,2020,0
"northern puffer",30,2020,0
"lumpfish",30,2020,0
"white mullet",30,2020,0
"grubby",30,2020,0
"shortnose sturgeon",30,2020,0
"permit",30,2020,0
"crevalle jack",30,2020,0
"cunner",30,2020,0
"summer flounder",30,2020,0
"atlantic mackerel",30,2020,0
"fourspine stickleback",30,2020,0
"northern pipefish",31,2020,NA
"shorthorn sculpin",31,2020,NA
"atlantic tomcod",31,2020,NA
"winter flounder",31,2020,NA
"atlantic cod",31,2020,NA
"american sand lance",31,2020,NA
"mummichog",31,2020,NA
"atlantic silverside",31,2020,NA
"alewife",31,2020,NA
"atlantic herring",31,2020,NA
"striped bass",31,2020,NA
"white hake",31,2020,NA
"saithe",31,2020,NA
"rock gunnel",31,2020,NA
"american shad",31,2020,NA
"atlantic menhaden",31,2020,NA
"bluefish",31,2020,NA
"ninespine stickleback",31,2020,NA
"red hake",31,2020,NA
"spotted hake",31,2020,NA
"longhorn sculpin",31,2020,NA
"threespine stickleback",31,2020,NA
"blueback herring",31,2020,NA
"american eel",31,2020,NA
"northern puffer",31,2020,NA
"lumpfish",31,2020,NA
"white mullet",31,2020,NA
"grubby",31,2020,NA
"shortnose sturgeon",31,2020,NA
"permit",31,2020,NA
"crevalle jack",31,2020,NA
"cunner",31,2020,NA
"summer flounder",31,2020,NA
"atlantic mackerel",31,2020,NA
"fourspine stickleback",31,2020,NA
"northern pipefish",32,2020,0
"shorthorn sculpin",32,2020,0
"atlantic tomcod",32,2020,1
"winter flounder",32,2020,41
"atlantic cod",32,2020,0
"american sand lance",32,2020,51
"mummichog",32,2020,4
"atlantic silverside",32,2020,1078
"alewife",32,2020,156
"atlantic herring",32,2020,0
"striped bass",32,2020,0
"white hake",32,2020,0
"saithe",32,2020,0
"rock gunnel",32,2020,0
"american shad",32,2020,0
"atlantic menhaden",32,2020,0
"bluefish",32,2020,0
"ninespine stickleback",32,2020,0
"red hake",32,2020,0
"spotted hake",32,2020,0
"longhorn sculpin",32,2020,0
"threespine stickleback",32,2020,0
"blueback herring",32,2020,0
"american eel",32,2020,0
"northern puffer",32,2020,0
"lumpfish",32,2020,0
"white mullet",32,2020,0
"grubby",32,2020,0
"shortnose sturgeon",32,2020,0
"permit",32,2020,0
"crevalle jack",32,2020,0
"cunner",32,2020,0
"summer flounder",32,2020,0
"atlantic mackerel",32,2020,0
"fourspine stickleback",32,2020,0
"northern pipefish",33,2020,NA
"shorthorn sculpin",33,2020,NA
"atlantic tomcod",33,2020,NA
"winter flounder",33,2020,NA
"atlantic cod",33,2020,NA
"american sand lance",33,2020,NA
"mummichog",33,2020,NA
"atlantic silverside",33,2020,NA
"alewife",33,2020,NA
"atlantic herring",33,2020,NA
"striped bass",33,2020,NA
"white hake",33,2020,NA
"saithe",33,2020,NA
"rock gunnel",33,2020,NA
"american shad",33,2020,NA
"atlantic menhaden",33,2020,NA
"bluefish",33,2020,NA
"ninespine stickleback",33,2020,NA
"red hake",33,2020,NA
"spotted hake",33,2020,NA
"longhorn sculpin",33,2020,NA
"threespine stickleback",33,2020,NA
"blueback herring",33,2020,NA
"american eel",33,2020,NA
"northern puffer",33,2020,NA
"lumpfish",33,2020,NA
"white mullet",33,2020,NA
"grubby",33,2020,NA
"shortnose sturgeon",33,2020,NA
"permit",33,2020,NA
"crevalle jack",33,2020,NA
"cunner",33,2020,NA
"summer flounder",33,2020,NA
"atlantic mackerel",33,2020,NA
"fourspine stickleback",33,2020,NA
"northern pipefish",34,2020,0
"shorthorn sculpin",34,2020,0
"atlantic tomcod",34,2020,1
"winter flounder",34,2020,8
"atlantic cod",34,2020,0
"american sand lance",34,2020,3
"mummichog",34,2020,371
"atlantic silverside",34,2020,4842
"alewife",34,2020,16
"atlantic herring",34,2020,48
"striped bass",34,2020,0
"white hake",34,2020,0
"saithe",34,2020,1
"rock gunnel",34,2020,0
"american shad",34,2020,0
"atlantic menhaden",34,2020,0
"bluefish",34,2020,0
"ninespine stickleback",34,2020,0
"red hake",34,2020,0
"spotted hake",34,2020,0
"longhorn sculpin",34,2020,0
"threespine stickleback",34,2020,1
"blueback herring",34,2020,1
"american eel",34,2020,0
"northern puffer",34,2020,0
"lumpfish",34,2020,0
"white mullet",34,2020,0
"grubby",34,2020,0
"shortnose sturgeon",34,2020,0
"permit",34,2020,0
"crevalle jack",34,2020,0
"cunner",34,2020,0
"summer flounder",34,2020,0
"atlantic mackerel",34,2020,0
"fourspine stickleback",34,2020,0
"northern pipefish",35,2020,NA
"shorthorn sculpin",35,2020,NA
"atlantic tomcod",35,2020,NA
"winter flounder",35,2020,NA
"atlantic cod",35,2020,NA
"american sand lance",35,2020,NA
"mummichog",35,2020,NA
"atlantic silverside",35,2020,NA
"alewife",35,2020,NA
"atlantic herring",35,2020,NA
"striped bass",35,2020,NA
"white hake",35,2020,NA
"saithe",35,2020,NA
"rock gunnel",35,2020,NA
"american shad",35,2020,NA
"atlantic menhaden",35,2020,NA
"bluefish",35,2020,NA
"ninespine stickleback",35,2020,NA
"red hake",35,2020,NA
"spotted hake",35,2020,NA
"longhorn sculpin",35,2020,NA
"threespine stickleback",35,2020,NA
"blueback herring",35,2020,NA
"american eel",35,2020,NA
"northern puffer",35,2020,NA
"lumpfish",35,2020,NA
"white mullet",35,2020,NA
"grubby",35,2020,NA
"shortnose sturgeon",35,2020,NA
"permit",35,2020,NA
"crevalle jack",35,2020,NA
"cunner",35,2020,NA
"summer flounder",35,2020,NA
"atlantic mackerel",35,2020,NA
"fourspine stickleback",35,2020,NA
"northern pipefish",36,2020,0
"shorthorn sculpin",36,2020,0
"atlantic tomcod",36,2020,0
"winter flounder",36,2020,1
"atlantic cod",36,2020,0
"american sand lance",36,2020,0
"mummichog",36,2020,250
"atlantic silverside",36,2020,15746
"alewife",36,2020,307
"atlantic herring",36,2020,1125
"striped bass",36,2020,0
"white hake",36,2020,0
"saithe",36,2020,0
"rock gunnel",36,2020,0
"american shad",36,2020,0
"atlantic menhaden",36,2020,0
"bluefish",36,2020,0
"ninespine stickleback",36,2020,0
"red hake",36,2020,0
"spotted hake",36,2020,0
"longhorn sculpin",36,2020,0
"threespine stickleback",36,2020,0
"blueback herring",36,2020,8
"american eel",36,2020,0
"northern puffer",36,2020,1
"lumpfish",36,2020,0
"white mullet",36,2020,0
"grubby",36,2020,0
"shortnose sturgeon",36,2020,0
"permit",36,2020,0
"crevalle jack",36,2020,0
"cunner",36,2020,0
"summer flounder",36,2020,0
"atlantic mackerel",36,2020,0
"fourspine stickleback",36,2020,0
"northern pipefish",37,2020,NA
"shorthorn sculpin",37,2020,NA
"atlantic tomcod",37,2020,NA
"winter flounder",37,2020,NA
"atlantic cod",37,2020,NA
"american sand lance",37,2020,NA
"mummichog",37,2020,NA
"atlantic silverside",37,2020,NA
"alewife",37,2020,NA
"atlantic herring",37,2020,NA
"striped bass",37,2020,NA
"white hake",37,2020,NA
"saithe",37,2020,NA
"rock gunnel",37,2020,NA
"american shad",37,2020,NA
"atlantic menhaden",37,2020,NA
"bluefish",37,2020,NA
"ninespine stickleback",37,2020,NA
"red hake",37,2020,NA
"spotted hake",37,2020,NA
"longhorn sculpin",37,2020,NA
"threespine stickleback",37,2020,NA
"blueback herring",37,2020,NA
"american eel",37,2020,NA
"northern puffer",37,2020,NA
"lumpfish",37,2020,NA
"white mullet",37,2020,NA
"grubby",37,2020,NA
"shortnose sturgeon",37,2020,NA
"permit",37,2020,NA
"crevalle jack",37,2020,NA
"cunner",37,2020,NA
"summer flounder",37,2020,NA
"atlantic mackerel",37,2020,NA
"fourspine stickleback",37,2020,NA
"northern pipefish",38,2020,NA
"shorthorn sculpin",38,2020,NA
"atlantic tomcod",38,2020,NA
"winter flounder",38,2020,NA
"atlantic cod",38,2020,NA
"american sand lance",38,2020,NA
"mummichog",38,2020,NA
"atlantic silverside",38,2020,NA
"alewife",38,2020,NA
"atlantic herring",38,2020,NA
"striped bass",38,2020,NA
"white hake",38,2020,NA
"saithe",38,2020,NA
"rock gunnel",38,2020,NA
"american shad",38,2020,NA
"atlantic menhaden",38,2020,NA
"bluefish",38,2020,NA
"ninespine stickleback",38,2020,NA
"red hake",38,2020,NA
"spotted hake",38,2020,NA
"longhorn sculpin",38,2020,NA
"threespine stickleback",38,2020,NA
"blueback herring",38,2020,NA
"american eel",38,2020,NA
"northern puffer",38,2020,NA
"lumpfish",38,2020,NA
"white mullet",38,2020,NA
"grubby",38,2020,NA
"shortnose sturgeon",38,2020,NA
"permit",38,2020,NA
"crevalle jack",38,2020,NA
"cunner",38,2020,NA
"summer flounder",38,2020,NA
"atlantic mackerel",38,2020,NA
"fourspine stickleback",38,2020,NA
"northern pipefish",39,2020,NA
"shorthorn sculpin",39,2020,NA
"atlantic tomcod",39,2020,NA
"winter flounder",39,2020,NA
"atlantic cod",39,2020,NA
"american sand lance",39,2020,NA
"mummichog",39,2020,NA
"atlantic silverside",39,2020,NA
"alewife",39,2020,NA
"atlantic herring",39,2020,NA
"striped bass",39,2020,NA
"white hake",39,2020,NA
"saithe",39,2020,NA
"rock gunnel",39,2020,NA
"american shad",39,2020,NA
"atlantic menhaden",39,2020,NA
"bluefish",39,2020,NA
"ninespine stickleback",39,2020,NA
"red hake",39,2020,NA
"spotted hake",39,2020,NA
"longhorn sculpin",39,2020,NA
"threespine stickleback",39,2020,NA
"blueback herring",39,2020,NA
"american eel",39,2020,NA
"northern puffer",39,2020,NA
"lumpfish",39,2020,NA
"white mullet",39,2020,NA
"grubby",39,2020,NA
"shortnose sturgeon",39,2020,NA
"permit",39,2020,NA
"crevalle jack",39,2020,NA
"cunner",39,2020,NA
"summer flounder",39,2020,NA
"atlantic mackerel",39,2020,NA
"fourspine stickleback",39,2020,NA
"northern pipefish",22,2021,NA
"shorthorn sculpin",22,2021,NA
"atlantic tomcod",22,2021,NA
"winter flounder",22,2021,NA
"atlantic cod",22,2021,NA
"american sand lance",22,2021,NA
"mummichog",22,2021,NA
"atlantic silverside",22,2021,NA
"alewife",22,2021,NA
"atlantic herring",22,2021,NA
"striped bass",22,2021,NA
"white hake",22,2021,NA
"saithe",22,2021,NA
"rock gunnel",22,2021,NA
"american shad",22,2021,NA
"atlantic menhaden",22,2021,NA
"bluefish",22,2021,NA
"ninespine stickleback",22,2021,NA
"red hake",22,2021,NA
"spotted hake",22,2021,NA
"longhorn sculpin",22,2021,NA
"threespine stickleback",22,2021,NA
"blueback herring",22,2021,NA
"american eel",22,2021,NA
"northern puffer",22,2021,NA
"lumpfish",22,2021,NA
"white mullet",22,2021,NA
"grubby",22,2021,NA
"shortnose sturgeon",22,2021,NA
"permit",22,2021,NA
"crevalle jack",22,2021,NA
"cunner",22,2021,NA
"summer flounder",22,2021,NA
"atlantic mackerel",22,2021,NA
"fourspine stickleback",22,2021,NA
"northern pipefish",23,2021,0
"shorthorn sculpin",23,2021,0
"atlantic tomcod",23,2021,2
"winter flounder",23,2021,6
"atlantic cod",23,2021,0
"american sand lance",23,2021,19
"mummichog",23,2021,1
"atlantic silverside",23,2021,22
"alewife",23,2021,0
"atlantic herring",23,2021,64
"striped bass",23,2021,0
"white hake",23,2021,0
"saithe",23,2021,0
"rock gunnel",23,2021,0
"american shad",23,2021,0
"atlantic menhaden",23,2021,0
"bluefish",23,2021,0
"ninespine stickleback",23,2021,0
"red hake",23,2021,0
"spotted hake",23,2021,0
"longhorn sculpin",23,2021,0
"threespine stickleback",23,2021,0
"blueback herring",23,2021,0
"american eel",23,2021,0
"northern puffer",23,2021,0
"lumpfish",23,2021,0
"white mullet",23,2021,0
"grubby",23,2021,1
"shortnose sturgeon",23,2021,0
"permit",23,2021,0
"crevalle jack",23,2021,0
"cunner",23,2021,0
"summer flounder",23,2021,0
"atlantic mackerel",23,2021,0
"fourspine stickleback",23,2021,0
"northern pipefish",24,2021,2
"shorthorn sculpin",24,2021,0
"atlantic tomcod",24,2021,0
"winter flounder",24,2021,7
"atlantic cod",24,2021,0
"american sand lance",24,2021,20
"mummichog",24,2021,108
"atlantic silverside",24,2021,54
"alewife",24,2021,37
"atlantic herring",24,2021,10
"striped bass",24,2021,0
"white hake",24,2021,0
"saithe",24,2021,0
"rock gunnel",24,2021,0
"american shad",24,2021,2
"atlantic menhaden",24,2021,0
"bluefish",24,2021,0
"ninespine stickleback",24,2021,0
"red hake",24,2021,0
"spotted hake",24,2021,0
"longhorn sculpin",24,2021,0
"threespine stickleback",24,2021,0
"blueback herring",24,2021,0
"american eel",24,2021,0
"northern puffer",24,2021,0
"lumpfish",24,2021,0
"white mullet",24,2021,0
"grubby",24,2021,1
"shortnose sturgeon",24,2021,0
"permit",24,2021,0
"crevalle jack",24,2021,0
"cunner",24,2021,0
"summer flounder",24,2021,0
"atlantic mackerel",24,2021,0
"fourspine stickleback",24,2021,0
"northern pipefish",25,2021,0
"shorthorn sculpin",25,2021,0
"atlantic tomcod",25,2021,1
"winter flounder",25,2021,1
"atlantic cod",25,2021,0
"american sand lance",25,2021,0
"mummichog",25,2021,1
"atlantic silverside",25,2021,7
"alewife",25,2021,1
"atlantic herring",25,2021,2498
"striped bass",25,2021,1
"white hake",25,2021,0
"saithe",25,2021,0
"rock gunnel",25,2021,0
"american shad",25,2021,0
"atlantic menhaden",25,2021,0
"bluefish",25,2021,0
"ninespine stickleback",25,2021,0
"red hake",25,2021,0
"spotted hake",25,2021,0
"longhorn sculpin",25,2021,0
"threespine stickleback",25,2021,0
"blueback herring",25,2021,0
"american eel",25,2021,0
"northern puffer",25,2021,0
"lumpfish",25,2021,0
"white mullet",25,2021,0
"grubby",25,2021,0
"shortnose sturgeon",25,2021,0
"permit",25,2021,0
"crevalle jack",25,2021,0
"cunner",25,2021,0
"summer flounder",25,2021,0
"atlantic mackerel",25,2021,0
"fourspine stickleback",25,2021,0
"northern pipefish",26,2021,1
"shorthorn sculpin",26,2021,0
"atlantic tomcod",26,2021,0
"winter flounder",26,2021,78
"atlantic cod",26,2021,0
"american sand lance",26,2021,15
"mummichog",26,2021,9
"atlantic silverside",26,2021,22
"alewife",26,2021,0
"atlantic herring",26,2021,31
"striped bass",26,2021,0
"white hake",26,2021,0
"saithe",26,2021,0
"rock gunnel",26,2021,0
"american shad",26,2021,0
"atlantic menhaden",26,2021,0
"bluefish",26,2021,0
"ninespine stickleback",26,2021,0
"red hake",26,2021,0
"spotted hake",26,2021,0
"longhorn sculpin",26,2021,0
"threespine stickleback",26,2021,0
"blueback herring",26,2021,0
"american eel",26,2021,0
"northern puffer",26,2021,0
"lumpfish",26,2021,0
"white mullet",26,2021,0
"grubby",26,2021,5
"shortnose sturgeon",26,2021,0
"permit",26,2021,0
"crevalle jack",26,2021,0
"cunner",26,2021,0
"summer flounder",26,2021,0
"atlantic mackerel",26,2021,0
"fourspine stickleback",26,2021,0
"northern pipefish",27,2021,1
"shorthorn sculpin",27,2021,0
"atlantic tomcod",27,2021,0
"winter flounder",27,2021,7
"atlantic cod",27,2021,0
"american sand lance",27,2021,0
"mummichog",27,2021,9
"atlantic silverside",27,2021,27
"alewife",27,2021,174
"atlantic herring",27,2021,640
"striped bass",27,2021,0
"white hake",27,2021,0
"saithe",27,2021,0
"rock gunnel",27,2021,0
"american shad",27,2021,0
"atlantic menhaden",27,2021,0
"bluefish",27,2021,1
"ninespine stickleback",27,2021,0
"red hake",27,2021,0
"spotted hake",27,2021,0
"longhorn sculpin",27,2021,0
"threespine stickleback",27,2021,0
"blueback herring",27,2021,0
"american eel",27,2021,0
"northern puffer",27,2021,0
"lumpfish",27,2021,0
"white mullet",27,2021,0
"grubby",27,2021,0
"shortnose sturgeon",27,2021,0
"permit",27,2021,0
"crevalle jack",27,2021,0
"cunner",27,2021,0
"summer flounder",27,2021,0
"atlantic mackerel",27,2021,0
"fourspine stickleback",27,2021,0
"northern pipefish",28,2021,0
"shorthorn sculpin",28,2021,0
"atlantic tomcod",28,2021,0
"winter flounder",28,2021,13
"atlantic cod",28,2021,0
"american sand lance",28,2021,2
"mummichog",28,2021,0
"atlantic silverside",28,2021,74
"alewife",28,2021,0
"atlantic herring",28,2021,1101
"striped bass",28,2021,0
"white hake",28,2021,0
"saithe",28,2021,5
"rock gunnel",28,2021,0
"american shad",28,2021,0
"atlantic menhaden",28,2021,0
"bluefish",28,2021,0
"ninespine stickleback",28,2021,0
"red hake",28,2021,0
"spotted hake",28,2021,0
"longhorn sculpin",28,2021,0
"threespine stickleback",28,2021,0
"blueback herring",28,2021,0
"american eel",28,2021,0
"northern puffer",28,2021,0
"lumpfish",28,2021,0
"white mullet",28,2021,0
"grubby",28,2021,2
"shortnose sturgeon",28,2021,0
"permit",28,2021,0
"crevalle jack",28,2021,0
"cunner",28,2021,0
"summer flounder",28,2021,0
"atlantic mackerel",28,2021,0
"fourspine stickleback",28,2021,0
"northern pipefish",29,2021,0
"shorthorn sculpin",29,2021,0
"atlantic tomcod",29,2021,0
"winter flounder",29,2021,5
"atlantic cod",29,2021,0
"american sand lance",29,2021,0
"mummichog",29,2021,4
"atlantic silverside",29,2021,46
"alewife",29,2021,336
"atlantic herring",29,2021,14
"striped bass",29,2021,0
"white hake",29,2021,0
"saithe",29,2021,0
"rock gunnel",29,2021,0
"american shad",29,2021,0
"atlantic menhaden",29,2021,0
"bluefish",29,2021,3
"ninespine stickleback",29,2021,0
"red hake",29,2021,0
"spotted hake",29,2021,0
"longhorn sculpin",29,2021,0
"threespine stickleback",29,2021,0
"blueback herring",29,2021,0
"american eel",29,2021,0
"northern puffer",29,2021,0
"lumpfish",29,2021,0
"white mullet",29,2021,0
"grubby",29,2021,1
"shortnose sturgeon",29,2021,0
"permit",29,2021,0
"crevalle jack",29,2021,0
"cunner",29,2021,0
"summer flounder",29,2021,0
"atlantic mackerel",29,2021,0
"fourspine stickleback",29,2021,0
"northern pipefish",30,2021,0
"shorthorn sculpin",30,2021,0
"atlantic tomcod",30,2021,0
"winter flounder",30,2021,14
"atlantic cod",30,2021,0
"american sand lance",30,2021,10
"mummichog",30,2021,9
"atlantic silverside",30,2021,176
"alewife",30,2021,12
"atlantic herring",30,2021,1
"striped bass",30,2021,0
"white hake",30,2021,0
"saithe",30,2021,0
"rock gunnel",30,2021,0
"american shad",30,2021,0
"atlantic menhaden",30,2021,0
"bluefish",30,2021,0
"ninespine stickleback",30,2021,0
"red hake",30,2021,0
"spotted hake",30,2021,0
"longhorn sculpin",30,2021,0
"threespine stickleback",30,2021,0
"blueback herring",30,2021,0
